preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is false that cranberry is a,fruit.,cranberry,fruit,33,-1,"(-5.634223937988281, -2.8171119689941406, [-3.9424514770507812, -1.6917724609375])",124439808,gpt2
It is true that passion fruit is a,fruit.,passion fruit,fruit,34,1,"(-7.027671813964844, -3.513835906982422, [-4.098426818847656, -2.9292449951171875])",124439808,gpt2
It is false that passion fruit is a,fruit.,passion fruit,fruit,34,-1,"(-6.758735656738281, -3.3793678283691406, [-4.251220703125, -2.5075149536132812])",124439808,gpt2
It is true that prune is a,fruit.,prune,fruit,35,1,"(-8.75079345703125, -4.375396728515625, [-5.979637145996094, -2.7711563110351562])",124439808,gpt2
It is false that prune is a,fruit.,prune,fruit,35,-1,"(-7.88641357421875, -3.943206787109375, [-5.8501129150390625, -2.0363006591796875])",124439808,gpt2
It is true that gooseberry is a,fruit.,gooseberry,fruit,36,1,"(-7.441009521484375, -3.7205047607421875, [-4.2809295654296875, -3.1600799560546875])",124439808,gpt2
It is false that gooseberry is a,fruit.,gooseberry,fruit,36,-1,"(-6.149162292480469, -3.0745811462402344, [-4.2269287109375, -1.9222335815429688])",124439808,gpt2
It is true that date is a,fruit.,date,fruit,37,1,"(-13.180870056152344, -6.590435028076172, [-10.147651672363281, -3.0332183837890625])",124439808,gpt2
It is false that date is a,fruit.,date,fruit,37,-1,"(-12.469284057617188, -6.234642028808594, [-9.998397827148438, -2.47088623046875])",124439808,gpt2
It is true that kumquat is a,fruit.,kumquat,fruit,38,1,"(-10.086944580078125, -5.0434722900390625, [-7.042823791503906, -3.0441207885742188])",124439808,gpt2
It is false that kumquat is a,fruit.,kumquat,fruit,38,-1,"(-8.974632263183594, -4.487316131591797, [-6.875946044921875, -2.0986862182617188])",124439808,gpt2
It is true that raisin is a,fruit.,raisin,fruit,39,1,"(-7.240226745605469, -3.6201133728027344, [-4.462188720703125, -2.7780380249023438])",124439808,gpt2
It is false that raisin is a,fruit.,raisin,fruit,39,-1,"(-5.872840881347656, -2.936420440673828, [-4.060691833496094, -1.8121490478515625])",124439808,gpt2
It is true that muskmelon is a,fruit.,muskmelon,fruit,40,1,"(-10.699195861816406, -5.349597930908203, [-7.531318664550781, -3.167877197265625])",124439808,gpt2
It is false that muskmelon is a,fruit.,muskmelon,fruit,40,-1,"(-9.212509155273438, -4.606254577636719, [-7.132637023925781, -2.0798721313476562])",124439808,gpt2
It is true that persimmon is a,fruit.,persimmon,fruit,41,1,"(-8.400199890136719, -4.200099945068359, [-5.506988525390625, -2.8932113647460938])",124439808,gpt2
It is false that persimmon is a,fruit.,persimmon,fruit,41,-1,"(-7.7897491455078125, -3.8948745727539062, [-5.746650695800781, -2.0430984497070312])",124439808,gpt2
It is true that pawpaw is a,fruit.,pawpaw,fruit,42,1,"(-10.232925415039062, -5.116462707519531, [-7.52398681640625, -2.7089385986328125])",124439808,gpt2
It is false that pawpaw is a,fruit.,pawpaw,fruit,42,-1,"(-9.203361511230469, -4.601680755615234, [-7.360282897949219, -1.84307861328125])",124439808,gpt2
It is true that coconut is a,fruit.,coconut,fruit,43,1,"(-8.481658935546875, -4.2408294677734375, [-5.8115386962890625, -2.6701202392578125])",124439808,gpt2
It is false that coconut is a,fruit.,coconut,fruit,43,-1,"(-7.189002990722656, -3.594501495361328, [-5.5615081787109375, -1.6274948120117188])",124439808,gpt2
It is true that avocado is a,fruit.,avocado,fruit,44,1,"(-7.732124328613281, -3.8660621643066406, [-4.970367431640625, -2.7617568969726562])",124439808,gpt2
It is false that avocado is a,fruit.,avocado,fruit,44,-1,"(-6.468391418457031, -3.2341957092285156, [-4.720756530761719, -1.7476348876953125])",124439808,gpt2
It is true that pumpkin is a,fruit.,pumpkin,fruit,45,1,"(-7.9077606201171875, -3.9538803100585938, [-5.3083038330078125, -2.599456787109375])",124439808,gpt2
It is false that pumpkin is a,fruit.,pumpkin,fruit,45,-1,"(-6.2156829833984375, -3.1078414916992188, [-4.717506408691406, -1.4981765747070312])",124439808,gpt2
It is true that tomato is a,fruit.,tomato,fruit,46,1,"(-7.62957763671875, -3.814788818359375, [-5.083473205566406, -2.5461044311523438])",124439808,gpt2
It is false that tomato is a,fruit.,tomato,fruit,46,-1,"(-6.3265228271484375, -3.1632614135742188, [-4.751152038574219, -1.5753707885742188])",124439808,gpt2
It is true that nut is a,fruit.,nut,fruit,47,1,"(-8.220130920410156, -4.110065460205078, [-6.0064697265625, -2.2136611938476562])",124439808,gpt2
It is false that nut is a,fruit.,nut,fruit,47,-1,"(-6.912666320800781, -3.4563331604003906, [-5.5072784423828125, -1.4053878784179688])",124439808,gpt2
It is true that gourd is a,fruit.,gourd,fruit,48,1,"(-8.430473327636719, -4.215236663818359, [-5.7692108154296875, -2.6612625122070312])",124439808,gpt2
It is false that gourd is a,fruit.,gourd,fruit,48,-1,"(-7.483802795410156, -3.741901397705078, [-5.728630065917969, -1.7551727294921875])",124439808,gpt2
It is true that olive is a,fruit.,olive,fruit,49,1,"(-7.9258880615234375, -3.9629440307617188, [-5.084175109863281, -2.8417129516601562])",124439808,gpt2
It is false that olive is a,fruit.,olive,fruit,49,-1,"(-6.3052978515625, -3.15264892578125, [-4.397575378417969, -1.9077224731445312])",124439808,gpt2
It is true that pickle is a,fruit.,pickle,fruit,50,1,"(-8.250831604003906, -4.125415802001953, [-5.811363220214844, -2.4394683837890625])",124439808,gpt2
It is false that pickle is a,fruit.,pickle,fruit,50,-1,"(-7.9093780517578125, -3.9546890258789062, [-6.2028961181640625, -1.70648193359375])",124439808,gpt2
It is true that squash is a,fruit.,squash,fruit,51,1,"(-8.048858642578125, -4.0244293212890625, [-5.316070556640625, -2.7327880859375])",124439808,gpt2
It is false that squash is a,fruit.,squash,fruit,51,-1,"(-6.542015075683594, -3.271007537841797, [-4.801788330078125, -1.7402267456054688])",124439808,gpt2
It is true that a chair is a type of,furniture.,chair,furniture,1,1,"(-6.475944519042969, -3.2379722595214844, [-4.3195343017578125, -2.1564102172851562])",124439808,gpt2
It is false that a chair is a type of,furniture.,chair,furniture,1,-1,"(-6.1068572998046875, -3.0534286499023438, [-4.611396789550781, -1.4954605102539062])",124439808,gpt2
It is true that a sofa is a type of,furniture.,sofa,furniture,2,1,"(-4.9852142333984375, -2.4926071166992188, [-2.8764877319335938, -2.1087265014648438])",124439808,gpt2
It is false that a sofa is a type of,furniture.,sofa,furniture,2,-1,"(-4.7076568603515625, -2.3538284301757812, [-3.3084945678710938, -1.3991622924804688])",124439808,gpt2
It is true that a couch is a type of,furniture.,couch,furniture,3,1,"(-5.0498809814453125, -2.5249404907226562, [-3.0641326904296875, -1.985748291015625])",124439808,gpt2
It is false that a couch is a type of,furniture.,couch,furniture,3,-1,"(-4.788734436035156, -2.394367218017578, [-3.4599990844726562, -1.3287353515625])",124439808,gpt2
It is true that a table is a type of,furniture.,table,furniture,4,1,"(-10.151763916015625, -5.0758819580078125, [-8.318962097167969, -1.8328018188476562])",124439808,gpt2
It is false that a table is a type of,furniture.,table,furniture,4,-1,"(-11.098602294921875, -5.5493011474609375, [-9.778251647949219, -1.3203506469726562])",124439808,gpt2
It is true that an easy chair is a type of,furniture.,easy chair,furniture,5,1,"(-6.520805358886719, -3.2604026794433594, [-4.282196044921875, -2.2386093139648438])",124439808,gpt2
It is false that an easy chair is a type of,furniture.,easy chair,furniture,5,-1,"(-6.060310363769531, -3.0301551818847656, [-4.604148864746094, -1.4561614990234375])",124439808,gpt2
It is true that a dresser is a type of,furniture.,dresser,furniture,6,1,"(-8.473617553710938, -4.236808776855469, [-6.322975158691406, -2.1506423950195312])",124439808,gpt2
It is false that a dresser is a type of,furniture.,dresser,furniture,6,-1,"(-9.139129638671875, -4.5695648193359375, [-7.385032653808594, -1.7540969848632812])",124439808,gpt2
It is true that a rocking chair is a type of,furniture.,rocking chair,furniture,7,1,"(-7.1228179931640625, -3.5614089965820312, [-4.7658843994140625, -2.35693359375])",124439808,gpt2
It is false that a rocking chair is a type of,furniture.,rocking chair,furniture,7,-1,"(-6.4403533935546875, -3.2201766967773438, [-4.935203552246094, -1.5051498413085938])",124439808,gpt2
It is true that a coffee table is a type of,furniture.,coffee table,furniture,8,1,"(-6.292381286621094, -3.146190643310547, [-4.233634948730469, -2.058746337890625])",124439808,gpt2
It is false that a coffee table is a type of,furniture.,coffee table,furniture,8,-1,"(-6.041221618652344, -3.020610809326172, [-4.6948394775390625, -1.3463821411132812])",124439808,gpt2
It is true that a rocker is a type of,furniture.,rocker,furniture,9,1,"(-10.259918212890625, -5.1299591064453125, [-8.080345153808594, -2.1795730590820312])",124439808,gpt2
It is false that a rocker is a type of,furniture.,rocker,furniture,9,-1,"(-10.037940979003906, -5.018970489501953, [-8.504295349121094, -1.5336456298828125])",124439808,gpt2
It is true that a love seat is a type of,furniture.,love seat,furniture,10,1,"(-9.046165466308594, -4.523082733154297, [-6.210563659667969, -2.835601806640625])",124439808,gpt2
It is false that a love seat is a type of,furniture.,love seat,furniture,10,-1,"(-8.501396179199219, -4.250698089599609, [-6.674446105957031, -1.8269500732421875])",124439808,gpt2
It is true that a chest of drawers is a,furniture.,chest of drawers,furniture,11,1,"(-13.639968872070312, -6.819984436035156, [-9.738456726074219, -3.9015121459960938])",124439808,gpt2
It is false that a chest of drawers is a,furniture.,chest of drawers,furniture,11,-1,"(-12.5396728515625, -6.26983642578125, [-9.271873474121094, -3.2677993774414062])",124439808,gpt2
It is true that a desk is a type of,furniture.,desk,furniture,12,1,"(-6.417930603027344, -3.208965301513672, [-4.3762664794921875, -2.0416641235351562])",124439808,gpt2
It is false that a desk is a type of,furniture.,desk,furniture,12,-1,"(-6.104011535644531, -3.0520057678222656, [-4.657562255859375, -1.4464492797851562])",124439808,gpt2
It is true that a bed is a type of,furniture.,bed,furniture,13,1,"(-6.024314880371094, -3.012157440185547, [-3.9600296020507812, -2.0642852783203125])",124439808,gpt2
It is false that a bed is a type of,furniture.,bed,furniture,13,-1,"(-5.9935455322265625, -2.9967727661132812, [-4.5064544677734375, -1.487091064453125])",124439808,gpt2
It is true that a bureau is a type of,furniture.,bureau,furniture,14,1,"(-14.171043395996094, -7.085521697998047, [-10.272590637207031, -3.8984527587890625])",124439808,gpt2
It is false that a bureau is a type of,furniture.,bureau,furniture,14,-1,"(-15.726760864257812, -7.863380432128906, [-11.448722839355469, -4.278038024902344])",124439808,gpt2
It is true that a davenport is a type of,furniture.,davenport,furniture,15,1,"(-11.752296447753906, -5.876148223876953, [-9.490242004394531, -2.262054443359375])",124439808,gpt2
It is false that a davenport is a type of,furniture.,davenport,furniture,15,-1,"(-12.802436828613281, -6.401218414306641, [-11.260208129882812, -1.5422286987304688])",124439808,gpt2
It is true that an end table is a type of,furniture.,end table,furniture,16,1,"(-12.357933044433594, -6.178966522216797, [-10.358444213867188, -1.9994888305664062])",124439808,gpt2
It is false that an end table is a type of,furniture.,end table,furniture,16,-1,"(-12.709609985351562, -6.354804992675781, [-11.408401489257812, -1.30120849609375])",124439808,gpt2
It is true that a divan is a type of,furniture.,divan,furniture,17,1,"(-12.794403076171875, -6.3972015380859375, [-10.825523376464844, -1.9688796997070312])",124439808,gpt2
It is false that a divan is a type of,furniture.,divan,furniture,17,-1,"(-12.835769653320312, -6.417884826660156, [-11.382759094238281, -1.4530105590820312])",124439808,gpt2
It is true that a night table is a type of,furniture.,night table,furniture,18,1,"(-6.077186584472656, -3.038593292236328, [-4.0093994140625, -2.0677871704101562])",124439808,gpt2
It is false that a night table is a type of,furniture.,night table,furniture,18,-1,"(-5.615379333496094, -2.807689666748047, [-4.26593017578125, -1.3494491577148438])",124439808,gpt2
It is true that a chest is a type of,furniture.,chest,furniture,19,1,"(-9.575668334960938, -4.787834167480469, [-7.511314392089844, -2.0643539428710938])",124439808,gpt2
It is false that a chest is a type of,furniture.,chest,furniture,19,-1,"(-9.629539489746094, -4.814769744873047, [-8.208549499511719, -1.420989990234375])",124439808,gpt2
It is true that a cedar chest is a type of,furniture.,cedar chest,furniture,20,1,"(-9.1339111328125, -4.56695556640625, [-6.767578125, -2.3663330078125])",124439808,gpt2
It is false that a cedar chest is a type of,furniture.,cedar chest,furniture,20,-1,"(-8.658828735351562, -4.329414367675781, [-7.125946044921875, -1.5328826904296875])",124439808,gpt2
It is true that a vanity is a type of,furniture.,vanity,furniture,21,1,"(-10.547279357910156, -5.273639678955078, [-8.554046630859375, -1.9932327270507812])",124439808,gpt2
It is false that a vanity is a type of,furniture.,vanity,furniture,21,-1,"(-9.83819580078125, -4.919097900390625, [-8.293540954589844, -1.5446548461914062])",124439808,gpt2
It is true that a bookcase is a type of,furniture.,bookcase,furniture,22,1,"(-6.046173095703125, -3.0230865478515625, [-4.208648681640625, -1.8375244140625])",124439808,gpt2
It is false that a bookcase is a type of,furniture.,bookcase,furniture,22,-1,"(-6.050880432128906, -3.025440216064453, [-4.775917053222656, -1.27496337890625])",124439808,gpt2
It is true that a lounge is a type of,furniture.,lounge,furniture,23,1,"(-8.692337036132812, -4.346168518066406, [-6.0041656494140625, -2.68817138671875])",124439808,gpt2
It is false that a lounge is a type of,furniture.,lounge,furniture,23,-1,"(-8.666328430175781, -4.333164215087891, [-6.7499542236328125, -1.9163742065429688])",124439808,gpt2
It is true that a chaise lounge is a type of,furniture.,chaise lounge,furniture,24,1,"(-10.674598693847656, -5.337299346923828, [-7.47332763671875, -3.2012710571289062])",124439808,gpt2
It is false that a chaise lounge is a type of,furniture.,chaise lounge,furniture,24,-1,"(-10.377304077148438, -5.188652038574219, [-8.101463317871094, -2.2758407592773438])",124439808,gpt2
It is true that an ottoman is a type of,furniture.,ottoman,furniture,25,1,"(-7.8291015625, -3.91455078125, [-5.591392517089844, -2.2377090454101562])",124439808,gpt2
It is false that an ottoman is a type of,furniture.,ottoman,furniture,25,-1,"(-7.6272125244140625, -3.8136062622070312, [-6.241844177246094, -1.3853683471679688])",124439808,gpt2
It is true that a footstool is a type of,furniture.,footstool,furniture,26,1,"(-8.225532531738281, -4.112766265869141, [-5.9779052734375, -2.2476272583007812])",124439808,gpt2
It is false that a footstool is a type of,furniture.,footstool,furniture,26,-1,"(-8.088333129882812, -4.044166564941406, [-6.590538024902344, -1.4977951049804688])",124439808,gpt2
It is true that a cabinet is a type of,furniture.,cabinet,furniture,27,1,"(-8.692413330078125, -4.3462066650390625, [-6.512603759765625, -2.1798095703125])",124439808,gpt2
It is false that a cabinet is a type of,furniture.,cabinet,furniture,27,-1,"(-8.404830932617188, -4.202415466308594, [-6.7685546875, -1.6362762451171875])",124439808,gpt2
It is true that a china closet is a type of,furniture.,china closet,furniture,28,1,"(-8.390617370605469, -4.195308685302734, [-5.824531555175781, -2.5660858154296875])",124439808,gpt2
It is false that a china closet is a type of,furniture.,china closet,furniture,28,-1,"(-7.7653350830078125, -3.8826675415039062, [-6.0901031494140625, -1.67523193359375])",124439808,gpt2
It is true that a bench is a type of,furniture.,bench,furniture,29,1,"(-8.944808959960938, -4.472404479980469, [-6.4803314208984375, -2.4644775390625])",124439808,gpt2
It is false that a bench is a type of,furniture.,bench,furniture,29,-1,"(-8.913352966308594, -4.456676483154297, [-7.260284423828125, -1.6530685424804688])",124439808,gpt2
It is true that a buffet is a type of,furniture.,buffet,furniture,30,1,"(-9.856620788574219, -4.928310394287109, [-7.639549255371094, -2.217071533203125])",124439808,gpt2
It is false that a buffet is a type of,furniture.,buffet,furniture,30,-1,"(-9.656509399414062, -4.828254699707031, [-8.096466064453125, -1.5600433349609375])",124439808,gpt2
It is true that a lamp is a type of,furniture.,lamp,furniture,31,1,"(-9.026130676269531, -4.513065338134766, [-6.912712097167969, -2.1134185791015625])",124439808,gpt2
It is false that a lamp is a type of,furniture.,lamp,furniture,31,-1,"(-8.432365417480469, -4.216182708740234, [-6.92840576171875, -1.5039596557617188])",124439808,gpt2
It is true that a stool is a type of,furniture.,stool,furniture,32,1,"(-9.156532287597656, -4.578266143798828, [-7.0776519775390625, -2.0788803100585938])",124439808,gpt2
It is false that a stool is a type of,furniture.,stool,furniture,32,-1,"(-9.163421630859375, -4.5817108154296875, [-7.730003356933594, -1.4334182739257812])",124439808,gpt2
It is true that a hassock is a type of,furniture.,hassock,furniture,33,1,"(-10.069816589355469, -5.034908294677734, [-8.107292175292969, -1.9625244140625])",124439808,gpt2
It is false that a hassock is a type of,furniture.,hassock,furniture,33,-1,"(-11.070953369140625, -5.5354766845703125, [-9.751602172851562, -1.3193511962890625])",124439808,gpt2
It is true that a drawer is a type of,furniture.,drawer,furniture,34,1,"(-8.070335388183594, -4.035167694091797, [-5.9551849365234375, -2.1151504516601562])",124439808,gpt2
It is false that a drawer is a type of,furniture.,drawer,furniture,34,-1,"(-7.4857025146484375, -3.7428512573242188, [-5.9834136962890625, -1.502288818359375])",124439808,gpt2
It is true that a piano is a type of,furniture.,piano,furniture,35,1,"(-8.410240173339844, -4.205120086669922, [-6.4392242431640625, -1.9710159301757812])",124439808,gpt2
It is false that a piano is a type of,furniture.,piano,furniture,35,-1,"(-7.576866149902344, -3.788433074951172, [-6.254547119140625, -1.3223190307617188])",124439808,gpt2
It is true that a cushion is a type of,furniture.,cushion,furniture,36,1,"(-9.212532043457031, -4.606266021728516, [-6.8293914794921875, -2.3831405639648438])",124439808,gpt2
It is false that a cushion is a type of,furniture.,cushion,furniture,36,-1,"(-8.400535583496094, -4.200267791748047, [-6.838470458984375, -1.5620651245117188])",124439808,gpt2
It is true that a magazine rack is a type of,furniture.,magazine rack,furniture,37,1,"(-7.5291290283203125, -3.7645645141601562, [-4.911445617675781, -2.6176834106445312])",124439808,gpt2
It is false that a magazine rack is a type of,furniture.,magazine rack,furniture,37,-1,"(-6.90478515625, -3.452392578125, [-5.113182067871094, -1.7916030883789062])",124439808,gpt2
It is true that a hi-fi is a type of,furniture.,hi-fi,furniture,38,1,"(-9.884941101074219, -4.942470550537109, [-7.6166839599609375, -2.2682571411132812])",124439808,gpt2
It is false that a hi-fi is a type of,furniture.,hi-fi,furniture,38,-1,"(-9.34051513671875, -4.670257568359375, [-7.922233581542969, -1.4182815551757812])",124439808,gpt2
It is true that a cupboard is a type of,furniture.,cupboard,furniture,39,1,"(-6.316368103027344, -3.158184051513672, [-4.270530700683594, -2.04583740234375])",124439808,gpt2
It is false that a cupboard is a type of,furniture.,cupboard,furniture,39,-1,"(-6.150016784667969, -3.0750083923339844, [-4.712226867675781, -1.4377899169921875])",124439808,gpt2
It is true that a stereo is a type of,furniture.,stereo,furniture,40,1,"(-10.72747802734375, -5.363739013671875, [-8.598304748535156, -2.1291732788085938])",124439808,gpt2
It is false that a stereo is a type of,furniture.,stereo,furniture,40,-1,"(-10.290939331054688, -5.145469665527344, [-8.936111450195312, -1.354827880859375])",124439808,gpt2
It is true that a mirror is a type of,furniture.,mirror,furniture,41,1,"(-9.231048583984375, -4.6155242919921875, [-7.229026794433594, -2.0020217895507812])",124439808,gpt2
It is false that a mirror is a type of,furniture.,mirror,furniture,41,-1,"(-9.082008361816406, -4.541004180908203, [-7.7133636474609375, -1.3686447143554688])",124439808,gpt2
It is true that a television is a type of,furniture.,television,furniture,42,1,"(-9.120094299316406, -4.560047149658203, [-7.197418212890625, -1.9226760864257812])",124439808,gpt2
It is false that a television is a type of,furniture.,television,furniture,42,-1,"(-9.045310974121094, -4.522655487060547, [-7.536247253417969, -1.509063720703125])",124439808,gpt2
It is true that a bar is a type of,furniture.,bar,furniture,43,1,"(-8.352394104003906, -4.176197052001953, [-6.2358551025390625, -2.1165390014648438])",124439808,gpt2
It is false that a bar is a type of,furniture.,bar,furniture,43,-1,"(-9.261146545410156, -4.630573272705078, [-7.794013977050781, -1.467132568359375])",124439808,gpt2
It is true that a shelf is a type of,furniture.,shelf,furniture,44,1,"(-8.103279113769531, -4.051639556884766, [-5.7937164306640625, -2.3095626831054688])",124439808,gpt2
It is false that a shelf is a type of,furniture.,shelf,furniture,44,-1,"(-7.39801025390625, -3.699005126953125, [-5.778144836425781, -1.6198654174804688])",124439808,gpt2
It is true that a rug is a type of,furniture.,rug,furniture,45,1,"(-6.422821044921875, -3.2114105224609375, [-4.5582733154296875, -1.8645477294921875])",124439808,gpt2
It is false that a rug is a type of,furniture.,rug,furniture,45,-1,"(-6.341957092285156, -3.170978546142578, [-4.9915313720703125, -1.3504257202148438])",124439808,gpt2
It is true that a pillow is a type of,furniture.,pillow,furniture,46,1,"(-7.438018798828125, -3.7190093994140625, [-5.35198974609375, -2.086029052734375])",124439808,gpt2
It is false that a pillow is a type of,furniture.,pillow,furniture,46,-1,"(-7.127342224121094, -3.563671112060547, [-5.710990905761719, -1.416351318359375])",124439808,gpt2
It is true that a wastebasket is a type of,furniture.,wastebasket,furniture,47,1,"(-9.541999816894531, -4.770999908447266, [-7.0726470947265625, -2.4693527221679688])",124439808,gpt2
It is false that a wastebasket is a type of,furniture.,wastebasket,furniture,47,-1,"(-8.775985717773438, -4.387992858886719, [-7.227836608886719, -1.5481491088867188])",124439808,gpt2
It is true that a radio is a type of,furniture.,radio,furniture,48,1,"(-10.925331115722656, -5.462665557861328, [-8.87689208984375, -2.0484390258789062])",124439808,gpt2
It is false that a radio is a type of,furniture.,radio,furniture,48,-1,"(-11.062110900878906, -5.531055450439453, [-9.487022399902344, -1.5750885009765625])",124439808,gpt2
It is true that a sewing machine is a type of,furniture.,sewing machine,furniture,49,1,"(-8.8851318359375, -4.44256591796875, [-6.90679931640625, -1.97833251953125])",124439808,gpt2
It is false that a sewing machine is a type of,furniture.,sewing machine,furniture,49,-1,"(-8.568748474121094, -4.284374237060547, [-7.164924621582031, -1.4038238525390625])",124439808,gpt2
It is true that a stove is a type of,furniture.,stove,furniture,50,1,"(-8.768592834472656, -4.384296417236328, [-6.544044494628906, -2.22454833984375])",124439808,gpt2
It is false that a stove is a type of,furniture.,stove,furniture,50,-1,"(-8.49102783203125, -4.245513916015625, [-6.912841796875, -1.57818603515625])",124439808,gpt2
It is true that a counter is a type of,furniture.,counter,furniture,51,1,"(-12.549232482910156, -6.274616241455078, [-10.060623168945312, -2.4886093139648438])",124439808,gpt2
It is false that a counter is a type of,furniture.,counter,furniture,51,-1,"(-13.370559692382812, -6.685279846191406, [-11.475341796875, -1.8952178955078125])",124439808,gpt2
It is true that a clock is a type of,furniture.,clock,furniture,52,1,"(-10.913871765136719, -5.456935882568359, [-9.126335144042969, -1.78753662109375])",124439808,gpt2
It is false that a clock is a type of,furniture.,clock,furniture,52,-1,"(-10.986564636230469, -5.493282318115234, [-9.645027160644531, -1.3415374755859375])",124439808,gpt2
It is true that a drape is a type of,furniture.,drape,furniture,53,1,"(-10.430030822753906, -5.215015411376953, [-8.200408935546875, -2.2296218872070312])",124439808,gpt2
It is false that a drape is a type of,furniture.,drape,furniture,53,-1,"(-10.209930419921875, -5.1049652099609375, [-8.679733276367188, -1.5301971435546875])",124439808,gpt2
It is true that a refrigerator is a type of,furniture.,refrigerator,furniture,54,1,"(-8.022727966308594, -4.011363983154297, [-6.0017242431640625, -2.0210037231445312])",124439808,gpt2
It is false that a refrigerator is a type of,furniture.,refrigerator,furniture,54,-1,"(-7.6610260009765625, -3.8305130004882812, [-6.2518768310546875, -1.409149169921875])",124439808,gpt2
It is true that a picture is a type of,furniture.,picture,furniture,55,1,"(-10.779769897460938, -5.389884948730469, [-9.1175537109375, -1.6622161865234375])",124439808,gpt2
It is false that a picture is a type of,furniture.,picture,furniture,55,-1,"(-11.388206481933594, -5.694103240966797, [-9.935897827148438, -1.4523086547851562])",124439808,gpt2
It is true that a closet is a type of,furniture.,closet,furniture,56,1,"(-8.313545227050781, -4.156772613525391, [-6.0843963623046875, -2.2291488647460938])",124439808,gpt2
It is false that a closet is a type of,furniture.,closet,furniture,56,-1,"(-8.524055480957031, -4.262027740478516, [-6.8797607421875, -1.6442947387695312])",124439808,gpt2
It is true that a vase is a type of,furniture.,vase,furniture,57,1,"(-8.846450805664062, -4.423225402832031, [-6.984245300292969, -1.8622055053710938])",124439808,gpt2
It is false that a vase is a type of,furniture.,vase,furniture,57,-1,"(-8.998039245605469, -4.499019622802734, [-7.656715393066406, -1.3413238525390625])",124439808,gpt2
It is true that an ashtray is a type of,furniture.,ashtray,furniture,58,1,"(-8.573699951171875, -4.2868499755859375, [-6.196388244628906, -2.3773117065429688])",124439808,gpt2
It is false that an ashtray is a type of,furniture.,ashtray,furniture,58,-1,"(-8.275840759277344, -4.137920379638672, [-6.662872314453125, -1.6129684448242188])",124439808,gpt2
It is true that a fan is a type of,furniture.,fan,furniture,59,1,"(-12.489028930664062, -6.244514465332031, [-10.164115905761719, -2.3249130249023438])",124439808,gpt2
It is false that a fan is a type of,furniture.,fan,furniture,59,-1,"(-11.276473999023438, -5.638236999511719, [-9.535903930664062, -1.740570068359375])",124439808,gpt2
It is true that a telephone is a type of,furniture.,telephone,furniture,60,1,"(-10.913658142089844, -5.456829071044922, [-9.009857177734375, -1.9038009643554688])",124439808,gpt2
It is false that a telephone is a type of,furniture.,telephone,furniture,60,-1,"(-10.959609985351562, -5.479804992675781, [-9.459915161132812, -1.49969482421875])",124439808,gpt2
It is true that football is a,sport.,football,sport,1,1,"(-5.2009429931640625, -2.6004714965820312, [-2.2641067504882812, -2.9368362426757812])",124439808,gpt2
It is false that football is a,sport.,football,sport,1,-1,"(-4.561759948730469, -2.2808799743652344, [-2.1997222900390625, -2.3620376586914062])",124439808,gpt2
It is true that baseball is a,sport.,baseball,sport,2,1,"(-5.366462707519531, -2.6832313537597656, [-2.3697891235351562, -2.996673583984375])",124439808,gpt2
It is false that baseball is a,sport.,baseball,sport,2,-1,"(-4.6432647705078125, -2.3216323852539062, [-2.3456954956054688, -2.2975692749023438])",124439808,gpt2
It is true that basketball is a,sport.,basketball,sport,3,1,"(-4.7585296630859375, -2.3792648315429688, [-1.8277969360351562, -2.9307327270507812])",124439808,gpt2
It is false that basketball is a,sport.,basketball,sport,3,-1,"(-3.8343658447265625, -1.9171829223632812, [-1.6021347045898438, -2.2322311401367188])",124439808,gpt2
It is true that tennis is a,sport.,tennis,sport,4,1,"(-4.682373046875, -2.3411865234375, [-1.385528564453125, -3.296844482421875])",124439808,gpt2
It is false that tennis is a,sport.,tennis,sport,4,-1,"(-3.5770645141601562, -1.7885322570800781, [-1.1209716796875, -2.4560928344726562])",124439808,gpt2
It is true that softball is a,sport.,softball,sport,5,1,"(-5.4909210205078125, -2.7454605102539062, [-2.6340408325195312, -2.8568801879882812])",124439808,gpt2
It is false that softball is a,sport.,softball,sport,5,-1,"(-4.214347839355469, -2.1071739196777344, [-2.3603973388671875, -1.8539505004882812])",124439808,gpt2
It is true that canoeing is a,sport.,canoeing,sport,6,1,"(-5.288970947265625, -2.6444854736328125, [-2.5882415771484375, -2.7007293701171875])",124439808,gpt2
It is false that canoeing is a,sport.,canoeing,sport,6,-1,"(-4.6865692138671875, -2.3432846069335938, [-2.9016647338867188, -1.7849044799804688])",124439808,gpt2
It is true that handball is a,sport.,handball,sport,7,1,"(-6.01861572265625, -3.009307861328125, [-3.3761825561523438, -2.6424331665039062])",124439808,gpt2
It is false that handball is a,sport.,handball,sport,7,-1,"(-4.970245361328125, -2.4851226806640625, [-3.3768463134765625, -1.5933990478515625])",124439808,gpt2
It is true that rugby is a,sport.,rugby,sport,8,1,"(-4.945869445800781, -2.4729347229003906, [-1.6110610961914062, -3.334808349609375])",124439808,gpt2
It is false that rugby is a,sport.,rugby,sport,8,-1,"(-4.31854248046875, -2.159271240234375, [-1.6521148681640625, -2.6664276123046875])",124439808,gpt2
It is true that hockey is a,sport.,hockey,sport,9,1,"(-4.888389587402344, -2.444194793701172, [-1.8137283325195312, -3.0746612548828125])",124439808,gpt2
