preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is true that gooseberry is a,fruit.,gooseberry,fruit,36,1,"(-3.580575466156006, -1.790287733078003, [-3.491860866546631, -0.088714599609375])",335174458,bert-large-uncased
It is false that gooseberry is a,fruit.,gooseberry,fruit,36,-1,"(-3.8456926345825195, -1.9228463172912598, [-3.7928476333618164, -0.052845001220703125])",335174458,bert-large-uncased
It is true that date is a,fruit.,date,fruit,37,1,"(-11.57207202911377, -5.786036014556885, [-11.399134635925293, -0.17293739318847656])",335174458,bert-large-uncased
It is false that date is a,fruit.,date,fruit,37,-1,"(-11.622726440429688, -5.811363220214844, [-11.495267868041992, -0.1274585723876953])",335174458,bert-large-uncased
It is true that kumquat is a,fruit.,kumquat,fruit,38,1,"(-9.66098690032959, -4.830493450164795, [-9.523163795471191, -0.13782310485839844])",335174458,bert-large-uncased
It is false that kumquat is a,fruit.,kumquat,fruit,38,-1,"(-9.819634437561035, -4.909817218780518, [-9.7389554977417, -0.08067893981933594])",335174458,bert-large-uncased
It is true that raisin is a,fruit.,raisin,fruit,39,1,"(-4.447059631347656, -2.223529815673828, [-4.330131530761719, -0.1169281005859375])",335174458,bert-large-uncased
It is false that raisin is a,fruit.,raisin,fruit,39,-1,"(-4.737091541290283, -2.3685457706451416, [-4.657230854034424, -0.07986068725585938])",335174458,bert-large-uncased
It is true that muskmelon is a,fruit.,muskmelon,fruit,40,1,"(-6.915703296661377, -3.4578516483306885, [-6.812891483306885, -0.10281181335449219])",335174458,bert-large-uncased
It is false that muskmelon is a,fruit.,muskmelon,fruit,40,-1,"(-7.107299327850342, -3.553649663925171, [-7.048995494842529, -0.0583038330078125])",335174458,bert-large-uncased
It is true that persimmon is a,fruit.,persimmon,fruit,41,1,"(-3.2358970642089844, -1.6179485321044922, [-3.0967750549316406, -0.13912200927734375])",335174458,bert-large-uncased
It is false that persimmon is a,fruit.,persimmon,fruit,41,-1,"(-3.165731430053711, -1.5828657150268555, [-3.0847301483154297, -0.08100128173828125])",335174458,bert-large-uncased
It is true that pawpaw is a,fruit.,pawpaw,fruit,42,1,"(-11.113325119018555, -5.556662559509277, [-10.942575454711914, -0.17074966430664062])",335174458,bert-large-uncased
It is false that pawpaw is a,fruit.,pawpaw,fruit,42,-1,"(-10.436543464660645, -5.218271732330322, [-10.344067573547363, -0.09247589111328125])",335174458,bert-large-uncased
It is true that coconut is a,fruit.,coconut,fruit,43,1,"(-3.2246570587158203, -1.6123285293579102, [-3.1328182220458984, -0.09183883666992188])",335174458,bert-large-uncased
It is false that coconut is a,fruit.,coconut,fruit,43,-1,"(-3.420773983001709, -1.7103869915008545, [-3.3578429222106934, -0.06293106079101562])",335174458,bert-large-uncased
It is true that avocado is a,fruit.,avocado,fruit,44,1,"(-4.486507892608643, -2.2432539463043213, [-4.416372776031494, -0.07013511657714844])",335174458,bert-large-uncased
It is false that avocado is a,fruit.,avocado,fruit,44,-1,"(-5.0523152351379395, -2.5261576175689697, [-5.00152063369751, -0.05079460144042969])",335174458,bert-large-uncased
It is true that pumpkin is a,fruit.,pumpkin,fruit,45,1,"(-7.205643177032471, -3.6028215885162354, [-7.08425760269165, -0.12138557434082031])",335174458,bert-large-uncased
It is false that pumpkin is a,fruit.,pumpkin,fruit,45,-1,"(-7.457004547119141, -3.7285022735595703, [-7.374103546142578, -0.0829010009765625])",335174458,bert-large-uncased
It is true that tomato is a,fruit.,tomato,fruit,46,1,"(-4.088102340698242, -2.044051170349121, [-3.975412368774414, -0.11268997192382812])",335174458,bert-large-uncased
It is false that tomato is a,fruit.,tomato,fruit,46,-1,"(-4.44925594329834, -2.22462797164917, [-4.370816230773926, -0.07843971252441406])",335174458,bert-large-uncased
It is true that nut is a,fruit.,nut,fruit,47,1,"(-6.255246162414551, -3.1276230812072754, [-6.119372367858887, -0.13587379455566406])",335174458,bert-large-uncased
It is false that nut is a,fruit.,nut,fruit,47,-1,"(-6.766005992889404, -3.383002996444702, [-6.669206142425537, -0.09679985046386719])",335174458,bert-large-uncased
It is true that gourd is a,fruit.,gourd,fruit,48,1,"(-5.199985980987549, -2.5999929904937744, [-5.110140323638916, -0.08984565734863281])",335174458,bert-large-uncased
It is false that gourd is a,fruit.,gourd,fruit,48,-1,"(-5.321538925170898, -2.660769462585449, [-5.252616882324219, -0.06892204284667969])",335174458,bert-large-uncased
It is true that olive is a,fruit.,olive,fruit,49,1,"(-4.830094337463379, -2.4150471687316895, [-4.681008338928223, -0.14908599853515625])",335174458,bert-large-uncased
It is false that olive is a,fruit.,olive,fruit,49,-1,"(-7.534275531768799, -3.7671377658843994, [-7.429647922515869, -0.10462760925292969])",335174458,bert-large-uncased
It is true that pickle is a,fruit.,pickle,fruit,50,1,"(-8.663029670715332, -4.331514835357666, [-8.535473823547363, -0.12755584716796875])",335174458,bert-large-uncased
It is false that pickle is a,fruit.,pickle,fruit,50,-1,"(-8.24567985534668, -4.12283992767334, [-8.165771484375, -0.07990837097167969])",335174458,bert-large-uncased
It is true that squash is a,fruit.,squash,fruit,51,1,"(-6.3141584396362305, -3.1570792198181152, [-6.181958198547363, -0.1322002410888672])",335174458,bert-large-uncased
It is false that squash is a,fruit.,squash,fruit,51,-1,"(-4.881354331970215, -2.4406771659851074, [-4.812283515930176, -0.06907081604003906])",335174458,bert-large-uncased
It is true that a chair is a type of,furniture.,chair,furniture,1,1,"(-3.226469039916992, -1.613234519958496, [-3.1744327545166016, -0.052036285400390625])",335174458,bert-large-uncased
It is false that a chair is a type of,furniture.,chair,furniture,1,-1,"(-3.325265884399414, -1.662632942199707, [-3.278238296508789, -0.047027587890625])",335174458,bert-large-uncased
It is true that a sofa is a type of,furniture.,sofa,furniture,2,1,"(-2.7640085220336914, -1.3820042610168457, [-2.719162940979004, -0.0448455810546875])",335174458,bert-large-uncased
It is false that a sofa is a type of,furniture.,sofa,furniture,2,-1,"(-3.0366783142089844, -1.5183391571044922, [-2.9983577728271484, -0.03832054138183594])",335174458,bert-large-uncased
It is true that a couch is a type of,furniture.,couch,furniture,3,1,"(-3.3975906372070312, -1.6987953186035156, [-3.346912384033203, -0.050678253173828125])",335174458,bert-large-uncased
It is false that a couch is a type of,furniture.,couch,furniture,3,-1,"(-3.937154769897461, -1.9685773849487305, [-3.897459030151367, -0.03969573974609375])",335174458,bert-large-uncased
It is true that a table is a type of,furniture.,table,furniture,4,1,"(-8.48133373260498, -4.24066686630249, [-8.425419807434082, -0.05591392517089844])",335174458,bert-large-uncased
It is false that a table is a type of,furniture.,table,furniture,4,-1,"(-9.127954483032227, -4.563977241516113, [-9.086132049560547, -0.04182243347167969])",335174458,bert-large-uncased
It is true that an easy chair is a type of,furniture.,easy chair,furniture,5,1,"(-4.674562454223633, -2.3372812271118164, [-4.634210586547852, -0.04035186767578125])",335174458,bert-large-uncased
It is false that an easy chair is a type of,furniture.,easy chair,furniture,5,-1,"(-4.9761552810668945, -2.4880776405334473, [-4.938685417175293, -0.03746986389160156])",335174458,bert-large-uncased
It is true that a dresser is a type of,furniture.,dresser,furniture,6,1,"(-4.34946346282959, -2.174731731414795, [-4.311308860778809, -0.03815460205078125])",335174458,bert-large-uncased
It is false that a dresser is a type of,furniture.,dresser,furniture,6,-1,"(-4.587167739868164, -2.293583869934082, [-4.551916122436523, -0.035251617431640625])",335174458,bert-large-uncased
It is true that a rocking chair is a type of,furniture.,rocking chair,furniture,7,1,"(-2.9028244018554688, -1.4514122009277344, [-2.864931106567383, -0.03789329528808594])",335174458,bert-large-uncased
It is false that a rocking chair is a type of,furniture.,rocking chair,furniture,7,-1,"(-3.1585330963134766, -1.5792665481567383, [-3.1266651153564453, -0.03186798095703125])",335174458,bert-large-uncased
It is true that a coffee table is a type of,furniture.,coffee table,furniture,8,1,"(-2.0152482986450195, -1.0076241493225098, [-1.9672842025756836, -0.04796409606933594])",335174458,bert-large-uncased
It is false that a coffee table is a type of,furniture.,coffee table,furniture,8,-1,"(-1.8321876525878906, -0.9160938262939453, [-1.8018646240234375, -0.030323028564453125])",335174458,bert-large-uncased
It is true that a rocker is a type of,furniture.,rocker,furniture,9,1,"(-6.126983642578125, -3.0634918212890625, [-6.069845199584961, -0.05713844299316406])",335174458,bert-large-uncased
It is false that a rocker is a type of,furniture.,rocker,furniture,9,-1,"(-6.507076740264893, -3.2535383701324463, [-6.451344013214111, -0.05573272705078125])",335174458,bert-large-uncased
It is true that a love seat is a type of,furniture.,love seat,furniture,10,1,"(-2.999666213989258, -1.499833106994629, [-2.958311080932617, -0.041355133056640625])",335174458,bert-large-uncased
It is false that a love seat is a type of,furniture.,love seat,furniture,10,-1,"(-3.1042051315307617, -1.5521025657653809, [-3.0687646865844727, -0.03544044494628906])",335174458,bert-large-uncased
It is true that a chest of drawers is a,furniture.,chest of drawers,furniture,11,1,"(-8.000936031341553, -4.000468015670776, [-7.8911452293396, -0.10979080200195312])",335174458,bert-large-uncased
It is false that a chest of drawers is a,furniture.,chest of drawers,furniture,11,-1,"(-7.0116963386535645, -3.5058481693267822, [-6.892761707305908, -0.11893463134765625])",335174458,bert-large-uncased
It is true that a desk is a type of,furniture.,desk,furniture,12,1,"(-3.412485122680664, -1.706242561340332, [-3.359243392944336, -0.053241729736328125])",335174458,bert-large-uncased
It is false that a desk is a type of,furniture.,desk,furniture,12,-1,"(-3.582268714904785, -1.7911343574523926, [-3.538477897644043, -0.04379081726074219])",335174458,bert-large-uncased
It is true that a bed is a type of,furniture.,bed,furniture,13,1,"(-2.880859375, -1.4404296875, [-2.815021514892578, -0.06583786010742188])",335174458,bert-large-uncased
It is false that a bed is a type of,furniture.,bed,furniture,13,-1,"(-3.065239906311035, -1.5326199531555176, [-3.01395320892334, -0.05128669738769531])",335174458,bert-large-uncased
It is true that a bureau is a type of,furniture.,bureau,furniture,14,1,"(-7.475681781768799, -3.7378408908843994, [-7.41631555557251, -0.05936622619628906])",335174458,bert-large-uncased
It is false that a bureau is a type of,furniture.,bureau,furniture,14,-1,"(-7.787199974060059, -3.8935999870300293, [-7.738018989562988, -0.04918098449707031])",335174458,bert-large-uncased
It is true that a davenport is a type of,furniture.,davenport,furniture,15,1,"(-8.094170570373535, -4.047085285186768, [-8.008378028869629, -0.08579254150390625])",335174458,bert-large-uncased
It is false that a davenport is a type of,furniture.,davenport,furniture,15,-1,"(-8.249214172363281, -4.124607086181641, [-8.18454360961914, -0.06467056274414062])",335174458,bert-large-uncased
It is true that an end table is a type of,furniture.,end table,furniture,16,1,"(-11.270028114318848, -5.635014057159424, [-11.23071575164795, -0.03931236267089844])",335174458,bert-large-uncased
It is false that an end table is a type of,furniture.,end table,furniture,16,-1,"(-12.017980575561523, -6.008990287780762, [-11.991371154785156, -0.026609420776367188])",335174458,bert-large-uncased
It is true that a divan is a type of,furniture.,divan,furniture,17,1,"(-5.284971237182617, -2.6424856185913086, [-5.225656509399414, -0.059314727783203125])",335174458,bert-large-uncased
It is false that a divan is a type of,furniture.,divan,furniture,17,-1,"(-5.504029273986816, -2.752014636993408, [-5.4552106857299805, -0.04881858825683594])",335174458,bert-large-uncased
It is true that a night table is a type of,furniture.,night table,furniture,18,1,"(-3.6446523666381836, -1.8223261833190918, [-3.5977392196655273, -0.04691314697265625])",335174458,bert-large-uncased
It is false that a night table is a type of,furniture.,night table,furniture,18,-1,"(-3.42999267578125, -1.714996337890625, [-3.392641067504883, -0.03735160827636719])",335174458,bert-large-uncased
It is true that a chest is a type of,furniture.,chest,furniture,19,1,"(-6.215895175933838, -3.107947587966919, [-6.150017261505127, -0.06587791442871094])",335174458,bert-large-uncased
It is false that a chest is a type of,furniture.,chest,furniture,19,-1,"(-6.810825824737549, -3.4054129123687744, [-6.753162860870361, -0.0576629638671875])",335174458,bert-large-uncased
It is true that a cedar chest is a type of,furniture.,cedar chest,furniture,20,1,"(-5.547667026519775, -2.7738335132598877, [-5.505634784698486, -0.04203224182128906])",335174458,bert-large-uncased
It is false that a cedar chest is a type of,furniture.,cedar chest,furniture,20,-1,"(-5.686797142028809, -2.8433985710144043, [-5.648951530456543, -0.037845611572265625])",335174458,bert-large-uncased
It is true that a vanity is a type of,furniture.,vanity,furniture,21,1,"(-8.22636604309082, -4.11318302154541, [-8.154037475585938, -0.07232856750488281])",335174458,bert-large-uncased
It is false that a vanity is a type of,furniture.,vanity,furniture,21,-1,"(-8.287332534790039, -4.1436662673950195, [-8.211896896362305, -0.07543563842773438])",335174458,bert-large-uncased
It is true that a bookcase is a type of,furniture.,bookcase,furniture,22,1,"(-3.0108556747436523, -1.5054278373718262, [-2.9619321823120117, -0.048923492431640625])",335174458,bert-large-uncased
It is false that a bookcase is a type of,furniture.,bookcase,furniture,22,-1,"(-2.8232040405273438, -1.4116020202636719, [-2.7918872833251953, -0.03131675720214844])",335174458,bert-large-uncased
It is true that a lounge is a type of,furniture.,lounge,furniture,23,1,"(-5.085405349731445, -2.5427026748657227, [-5.0428924560546875, -0.04251289367675781])",335174458,bert-large-uncased
It is false that a lounge is a type of,furniture.,lounge,furniture,23,-1,"(-5.247802257537842, -2.623901128768921, [-5.209136486053467, -0.038665771484375])",335174458,bert-large-uncased
It is true that a chaise lounge is a type of,furniture.,chaise lounge,furniture,24,1,"(-4.399853706359863, -2.1999268531799316, [-4.362910270690918, -0.03694343566894531])",335174458,bert-large-uncased
It is false that a chaise lounge is a type of,furniture.,chaise lounge,furniture,24,-1,"(-4.417487144470215, -2.2087435722351074, [-4.389470100402832, -0.028017044067382812])",335174458,bert-large-uncased
It is true that an ottoman is a type of,furniture.,ottoman,furniture,25,1,"(-5.733060836791992, -2.866530418395996, [-5.699748992919922, -0.03331184387207031])",335174458,bert-large-uncased
It is false that an ottoman is a type of,furniture.,ottoman,furniture,25,-1,"(-5.315162658691406, -2.657581329345703, [-5.281929016113281, -0.033233642578125])",335174458,bert-large-uncased
It is true that a footstool is a type of,furniture.,footstool,furniture,26,1,"(-5.480973720550537, -2.7404868602752686, [-5.421781063079834, -0.059192657470703125])",335174458,bert-large-uncased
It is false that a footstool is a type of,furniture.,footstool,furniture,26,-1,"(-5.840925216674805, -2.9204626083374023, [-5.787801742553711, -0.05312347412109375])",335174458,bert-large-uncased
It is true that a cabinet is a type of,furniture.,cabinet,furniture,27,1,"(-2.338176727294922, -1.169088363647461, [-2.2834701538085938, -0.054706573486328125])",335174458,bert-large-uncased
It is false that a cabinet is a type of,furniture.,cabinet,furniture,27,-1,"(-2.365327835083008, -1.182663917541504, [-2.3180694580078125, -0.04725837707519531])",335174458,bert-large-uncased
It is true that a china closet is a type of,furniture.,china closet,furniture,28,1,"(-7.971916675567627, -3.9859583377838135, [-7.9230217933654785, -0.04889488220214844])",335174458,bert-large-uncased
It is false that a china closet is a type of,furniture.,china closet,furniture,28,-1,"(-7.200887203216553, -3.6004436016082764, [-7.162839412689209, -0.03804779052734375])",335174458,bert-large-uncased
It is true that a bench is a type of,furniture.,bench,furniture,29,1,"(-3.774817943572998, -1.887408971786499, [-3.7155299186706543, -0.05928802490234375])",335174458,bert-large-uncased
It is false that a bench is a type of,furniture.,bench,furniture,29,-1,"(-3.95680570602417, -1.978402853012085, [-3.9048209190368652, -0.05198478698730469])",335174458,bert-large-uncased
It is true that a buffet is a type of,furniture.,buffet,furniture,30,1,"(-6.258543491363525, -3.1292717456817627, [-6.173689365386963, -0.0848541259765625])",335174458,bert-large-uncased
It is false that a buffet is a type of,furniture.,buffet,furniture,30,-1,"(-6.1227803230285645, -3.0613901615142822, [-6.064737796783447, -0.05804252624511719])",335174458,bert-large-uncased
It is true that a lamp is a type of,furniture.,lamp,furniture,31,1,"(-6.367887020111084, -3.183943510055542, [-6.279826641082764, -0.08806037902832031])",335174458,bert-large-uncased
It is false that a lamp is a type of,furniture.,lamp,furniture,31,-1,"(-6.2212605476379395, -3.1106302738189697, [-6.167328357696533, -0.05393218994140625])",335174458,bert-large-uncased
It is true that a stool is a type of,furniture.,stool,furniture,32,1,"(-3.736151695251465, -1.8680758476257324, [-3.686957359313965, -0.0491943359375])",335174458,bert-large-uncased
It is false that a stool is a type of,furniture.,stool,furniture,32,-1,"(-4.446465015411377, -2.2232325077056885, [-4.403584003448486, -0.042881011962890625])",335174458,bert-large-uncased
It is true that a hassock is a type of,furniture.,hassock,furniture,33,1,"(-7.617429733276367, -3.8087148666381836, [-7.527753829956055, -0.0896759033203125])",335174458,bert-large-uncased
It is false that a hassock is a type of,furniture.,hassock,furniture,33,-1,"(-7.869864463806152, -3.934932231903076, [-7.810019493103027, -0.059844970703125])",335174458,bert-large-uncased
It is true that a drawer is a type of,furniture.,drawer,furniture,34,1,"(-4.1518473625183105, -2.0759236812591553, [-4.074075222015381, -0.07777214050292969])",335174458,bert-large-uncased
It is false that a drawer is a type of,furniture.,drawer,furniture,34,-1,"(-4.055424213409424, -2.027712106704712, [-4.007072925567627, -0.048351287841796875])",335174458,bert-large-uncased
It is true that a piano is a type of,furniture.,piano,furniture,35,1,"(-6.5747971534729, -3.28739857673645, [-6.5131707191467285, -0.061626434326171875])",335174458,bert-large-uncased
It is false that a piano is a type of,furniture.,piano,furniture,35,-1,"(-5.894803047180176, -2.947401523590088, [-5.843091011047363, -0.0517120361328125])",335174458,bert-large-uncased
It is true that a cushion is a type of,furniture.,cushion,furniture,36,1,"(-4.949440956115723, -2.4747204780578613, [-4.901972770690918, -0.04746818542480469])",335174458,bert-large-uncased
It is false that a cushion is a type of,furniture.,cushion,furniture,36,-1,"(-5.015577793121338, -2.507788896560669, [-4.971601963043213, -0.043975830078125])",335174458,bert-large-uncased
It is true that a magazine rack is a type of,furniture.,magazine rack,furniture,37,1,"(-6.034986972808838, -3.017493486404419, [-5.994938373565674, -0.04004859924316406])",335174458,bert-large-uncased
It is false that a magazine rack is a type of,furniture.,magazine rack,furniture,37,-1,"(-6.299491882324219, -3.1497459411621094, [-6.268039703369141, -0.031452178955078125])",335174458,bert-large-uncased
It is true that a hi-fi is a type of,furniture.,hi-fi,furniture,38,1,"(-9.421235084533691, -4.710617542266846, [-9.363030433654785, -0.05820465087890625])",335174458,bert-large-uncased
It is false that a hi-fi is a type of,furniture.,hi-fi,furniture,38,-1,"(-8.786639213562012, -4.393319606781006, [-8.742241859436035, -0.04439735412597656])",335174458,bert-large-uncased
It is true that a cupboard is a type of,furniture.,cupboard,furniture,39,1,"(-3.7960596084594727, -1.8980298042297363, [-3.743422508239746, -0.05263710021972656])",335174458,bert-large-uncased
It is false that a cupboard is a type of,furniture.,cupboard,furniture,39,-1,"(-3.7307815551757812, -1.8653907775878906, [-3.6853084564208984, -0.04547309875488281])",335174458,bert-large-uncased
It is true that a stereo is a type of,furniture.,stereo,furniture,40,1,"(-6.902294158935547, -3.4511470794677734, [-6.841779708862305, -0.06051445007324219])",335174458,bert-large-uncased
It is false that a stereo is a type of,furniture.,stereo,furniture,40,-1,"(-7.112105846405029, -3.5560529232025146, [-7.058248043060303, -0.05385780334472656])",335174458,bert-large-uncased
It is true that a mirror is a type of,furniture.,mirror,furniture,41,1,"(-7.683896064758301, -3.8419480323791504, [-7.617980003356934, -0.06591606140136719])",335174458,bert-large-uncased
It is false that a mirror is a type of,furniture.,mirror,furniture,41,-1,"(-7.863520622253418, -3.931760311126709, [-7.819977760314941, -0.04354286193847656])",335174458,bert-large-uncased
It is true that a television is a type of,furniture.,television,furniture,42,1,"(-7.243943214416504, -3.621971607208252, [-7.182616233825684, -0.06132698059082031])",335174458,bert-large-uncased
It is false that a television is a type of,furniture.,television,furniture,42,-1,"(-6.853062629699707, -3.4265313148498535, [-6.813412666320801, -0.03964996337890625])",335174458,bert-large-uncased
It is true that a bar is a type of,furniture.,bar,furniture,43,1,"(-7.372668266296387, -3.6863341331481934, [-7.30271053314209, -0.06995773315429688])",335174458,bert-large-uncased
It is false that a bar is a type of,furniture.,bar,furniture,43,-1,"(-7.742570400238037, -3.8712852001190186, [-7.686110973358154, -0.05645942687988281])",335174458,bert-large-uncased
It is true that a shelf is a type of,furniture.,shelf,furniture,44,1,"(-4.989964962005615, -2.4949824810028076, [-4.935607433319092, -0.05435752868652344])",335174458,bert-large-uncased
It is false that a shelf is a type of,furniture.,shelf,furniture,44,-1,"(-5.056783676147461, -2.5283918380737305, [-5.013509750366211, -0.04327392578125])",335174458,bert-large-uncased
It is true that a rug is a type of,furniture.,rug,furniture,45,1,"(-4.646780014038086, -2.323390007019043, [-4.591493606567383, -0.055286407470703125])",335174458,bert-large-uncased
It is false that a rug is a type of,furniture.,rug,furniture,45,-1,"(-4.445775985717773, -2.2228879928588867, [-4.398586273193359, -0.04718971252441406])",335174458,bert-large-uncased
It is true that a pillow is a type of,furniture.,pillow,furniture,46,1,"(-3.91983699798584, -1.95991849899292, [-3.869074821472168, -0.050762176513671875])",335174458,bert-large-uncased
It is false that a pillow is a type of,furniture.,pillow,furniture,46,-1,"(-4.083088397979736, -2.041544198989868, [-4.043278217315674, -0.0398101806640625])",335174458,bert-large-uncased
It is true that a wastebasket is a type of,furniture.,wastebasket,furniture,47,1,"(-6.026047706604004, -3.013023853302002, [-5.983368873596191, -0.0426788330078125])",335174458,bert-large-uncased
It is false that a wastebasket is a type of,furniture.,wastebasket,furniture,47,-1,"(-6.0013580322265625, -3.0006790161132812, [-5.970575332641602, -0.030782699584960938])",335174458,bert-large-uncased
It is true that a radio is a type of,furniture.,radio,furniture,48,1,"(-9.591146469116211, -4.7955732345581055, [-9.51740837097168, -0.07373809814453125])",335174458,bert-large-uncased
It is false that a radio is a type of,furniture.,radio,furniture,48,-1,"(-8.773386001586914, -4.386693000793457, [-8.719657897949219, -0.05372810363769531])",335174458,bert-large-uncased
It is true that a sewing machine is a type of,furniture.,sewing machine,furniture,49,1,"(-8.647539138793945, -4.323769569396973, [-8.587953567504883, -0.0595855712890625])",335174458,bert-large-uncased
It is false that a sewing machine is a type of,furniture.,sewing machine,furniture,49,-1,"(-7.799429893493652, -3.899714946746826, [-7.750466346740723, -0.04896354675292969])",335174458,bert-large-uncased
It is true that a stove is a type of,furniture.,stove,furniture,50,1,"(-5.53394889831543, -2.766974449157715, [-5.459707260131836, -0.07424163818359375])",335174458,bert-large-uncased
It is false that a stove is a type of,furniture.,stove,furniture,50,-1,"(-5.4537034034729, -2.72685170173645, [-5.398634433746338, -0.0550689697265625])",335174458,bert-large-uncased
It is true that a counter is a type of,furniture.,counter,furniture,51,1,"(-10.018203735351562, -5.009101867675781, [-9.93824577331543, -0.07995796203613281])",335174458,bert-large-uncased
It is false that a counter is a type of,furniture.,counter,furniture,51,-1,"(-10.493794441223145, -5.246897220611572, [-10.427523612976074, -0.06627082824707031])",335174458,bert-large-uncased
It is true that a clock is a type of,furniture.,clock,furniture,52,1,"(-8.78271770477295, -4.391358852386475, [-8.725321769714355, -0.05739593505859375])",335174458,bert-large-uncased
It is false that a clock is a type of,furniture.,clock,furniture,52,-1,"(-8.311102867126465, -4.155551433563232, [-8.26706600189209, -0.044036865234375])",335174458,bert-large-uncased
It is true that a drape is a type of,furniture.,drape,furniture,53,1,"(-9.018535614013672, -4.509267807006836, [-8.940053939819336, -0.07848167419433594])",335174458,bert-large-uncased
It is false that a drape is a type of,furniture.,drape,furniture,53,-1,"(-8.698320388793945, -4.349160194396973, [-8.647260665893555, -0.051059722900390625])",335174458,bert-large-uncased
It is true that a refrigerator is a type of,furniture.,refrigerator,furniture,54,1,"(-5.946944713592529, -2.9734723567962646, [-5.895167827606201, -0.051776885986328125])",335174458,bert-large-uncased
It is false that a refrigerator is a type of,furniture.,refrigerator,furniture,54,-1,"(-5.760110855102539, -2.8800554275512695, [-5.722990036010742, -0.037120819091796875])",335174458,bert-large-uncased
It is true that a picture is a type of,furniture.,picture,furniture,55,1,"(-8.510086059570312, -4.255043029785156, [-8.43233871459961, -0.07774734497070312])",335174458,bert-large-uncased
It is false that a picture is a type of,furniture.,picture,furniture,55,-1,"(-8.35002326965332, -4.17501163482666, [-8.286249160766602, -0.06377410888671875])",335174458,bert-large-uncased
It is true that a closet is a type of,furniture.,closet,furniture,56,1,"(-6.76507568359375, -3.382537841796875, [-6.676008224487305, -0.08906745910644531])",335174458,bert-large-uncased
It is false that a closet is a type of,furniture.,closet,furniture,56,-1,"(-6.5791401863098145, -3.2895700931549072, [-6.523521900177002, -0.0556182861328125])",335174458,bert-large-uncased
It is true that a vase is a type of,furniture.,vase,furniture,57,1,"(-5.853277206420898, -2.926638603210449, [-5.779935836791992, -0.07334136962890625])",335174458,bert-large-uncased
It is false that a vase is a type of,furniture.,vase,furniture,57,-1,"(-5.654449462890625, -2.8272247314453125, [-5.604652404785156, -0.04979705810546875])",335174458,bert-large-uncased
It is true that an ashtray is a type of,furniture.,ashtray,furniture,58,1,"(-4.390005111694336, -2.195002555847168, [-4.323747634887695, -0.06625747680664062])",335174458,bert-large-uncased
It is false that an ashtray is a type of,furniture.,ashtray,furniture,58,-1,"(-4.21444845199585, -2.107224225997925, [-4.16890287399292, -0.04554557800292969])",335174458,bert-large-uncased
It is true that a fan is a type of,furniture.,fan,furniture,59,1,"(-6.9539947509765625, -3.4769973754882812, [-6.892400741577148, -0.06159400939941406])",335174458,bert-large-uncased
It is false that a fan is a type of,furniture.,fan,furniture,59,-1,"(-6.936803817749023, -3.4684019088745117, [-6.884801864624023, -0.052001953125])",335174458,bert-large-uncased
It is true that a telephone is a type of,furniture.,telephone,furniture,60,1,"(-7.4594526290893555, -3.7297263145446777, [-7.381564140319824, -0.07788848876953125])",335174458,bert-large-uncased
It is false that a telephone is a type of,furniture.,telephone,furniture,60,-1,"(-7.022584915161133, -3.5112924575805664, [-6.960592269897461, -0.061992645263671875])",335174458,bert-large-uncased
It is true that football is a,sport.,football,sport,1,1,"(-0.6977338790893555, -0.34886693954467773, [-0.6356210708618164, -0.06211280822753906])",335174458,bert-large-uncased
It is false that football is a,sport.,football,sport,1,-1,"(-0.6754426956176758, -0.3377213478088379, [-0.6386919021606445, -0.03675079345703125])",335174458,bert-large-uncased
It is true that baseball is a,sport.,baseball,sport,2,1,"(-0.9228734970092773, -0.46143674850463867, [-0.8399877548217773, -0.0828857421875])",335174458,bert-large-uncased
It is false that baseball is a,sport.,baseball,sport,2,-1,"(-1.1171541213989258, -0.5585770606994629, [-1.070265769958496, -0.04688835144042969])",335174458,bert-large-uncased
It is true that basketball is a,sport.,basketball,sport,3,1,"(-0.48166561126708984, -0.24083280563354492, [-0.42438793182373047, -0.057277679443359375])",335174458,bert-large-uncased
It is false that basketball is a,sport.,basketball,sport,3,-1,"(-0.35090065002441406, -0.17545032501220703, [-0.32176780700683594, -0.029132843017578125])",335174458,bert-large-uncased
It is true that tennis is a,sport.,tennis,sport,4,1,"(-0.3322429656982422, -0.1661214828491211, [-0.2534751892089844, -0.07876777648925781])",335174458,bert-large-uncased
It is false that tennis is a,sport.,tennis,sport,4,-1,"(-0.2585573196411133, -0.12927865982055664, [-0.22207355499267578, -0.0364837646484375])",335174458,bert-large-uncased
It is true that softball is a,sport.,softball,sport,5,1,"(-0.24205398559570312, -0.12102699279785156, [-0.18399810791015625, -0.058055877685546875])",335174458,bert-large-uncased
It is false that softball is a,sport.,softball,sport,5,-1,"(-0.18953990936279297, -0.09476995468139648, [-0.15424442291259766, -0.03529548645019531])",335174458,bert-large-uncased
It is true that canoeing is a,sport.,canoeing,sport,6,1,"(-0.30425071716308594, -0.15212535858154297, [-0.2163982391357422, -0.08785247802734375])",335174458,bert-large-uncased
It is false that canoeing is a,sport.,canoeing,sport,6,-1,"(-0.2146158218383789, -0.10730791091918945, [-0.16126728057861328, -0.053348541259765625])",335174458,bert-large-uncased
It is true that handball is a,sport.,handball,sport,7,1,"(-0.3169851303100586, -0.1584925651550293, [-0.2632780075073242, -0.053707122802734375])",335174458,bert-large-uncased
